sitemap_url,final_url,status,canonical,title,h1_count,template_family,local_path
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-About-Us-p65411.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-About-Us-p65411.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-About-Us-p65411.asp,"About Us - Jeffrey Carl, DMD - Albany OR",2,about-team,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-About-Us-p65411.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Aligners-vs-Braces-p80014.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Aligners-vs-Braces-p80014.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Aligners-vs-Braces-p80014.asp,"Aligners vs Braces - dentist Albany OR - Jeffrey Carl, DMD",2,service-detail,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Aligners-vs-Braces-p80014.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Am-I-A-Candidate-for-Dental-Implants-p80787.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Am-I-A-Candidate-for-Dental-Implants-p80787.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Am-I-A-Candidate-for-Dental-Implants-p80787.asp,https://jeffreycarldmd.com/p/dentist-Albany-OR-Am-I-A-Candidate-for-Dental-Implants-p80787.asp,2,service-detail,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Am-I-A-Candidate-for-Dental-Implants-p80787.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Benefits-of-Dental-Implants-p68397.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Benefits-of-Dental-Implants-p68397.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Benefits-of-Dental-Implants-p68397.asp,Benefits of Dental Implants in Albany OR,2,service-detail,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Benefits-of-Dental-Implants-p68397.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Contact-Us-p509.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Contact-Us-p509.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Contact-Us-p509.asp,"Contact Us - Jeffrey Carl, DMD - Albany OR",2,conversion,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Contact-Us-p509.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Cosmetic-Dentistry-p66931.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Cosmetic-Dentistry-p66931.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Cosmetic-Dentistry-p66931.asp,"Cosmetic Dentist Albany OR - Jeffrey Carl, DMD",2,service-detail,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Cosmetic-Dentistry-p66931.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Bonding-p68389.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Bonding-p68389.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Bonding-p68389.asp,Dental Bonding Albany OR,2,service-detail,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Dental-Bonding-p68389.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Bridge-p66932.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Bridge-p66932.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Bridge-p66932.asp,Dental Bridge Albany OR,2,service-detail,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Dental-Bridge-p66932.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Cleaning-p68310.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Cleaning-p68310.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Cleaning-p68310.asp,Dental Cleaning Albany OR,2,service-detail,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Dental-Cleaning-p68310.asp.html
https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Crown-p66933.asp,https://www.jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Crown-p66933.asp,200,https://jeffreycarldmd.com/p/dentist-Albany-OR-Dental-Crown-p66933.asp,Dental Crown Albany OR,2,service-detail,capture/html/www.jeffreycarldmd.com_p_dentist-Albany-OR-Dental-Crown-p66933.asp.html
